0,1,2,3,4,5,6
1334236784293720065,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 1328851724048674816, 'id_str': '1328851724048674816', 'name': 'Scott 🇬🇧', 'screen_name': 'Scotty061289', 'location': 'Cumbria, England.', 'description': 'British fella. PhD in flagshagging. Gammon, bot and whatever else you wanna call me. Crack on.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 31, 'friends_count': 37, 'listed_count': 0, 'created_at': 'Wed Nov 18 00:05:22 +0000 2020', 'favourites_count': 1109, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3007, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1334227229409222657/uPk0-yM9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1334227229409222657/uPk0-yM9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1328851724048674816/1605912015', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1328851724048674816, id_str='1328851724048674816', name='Scott 🇬🇧', screen_name='Scotty061289', location='Cumbria, England.', description='British fella. PhD in flagshagging. Gammon, bot and whatever else you wanna call me. Crack on.', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=31, friends_count=37, listed_count=0, created_at=datetime.datetime(2020, 11, 18, 0, 5, 22), favourites_count=1109, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=3007, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1334227229409222657/uPk0-yM9_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1334227229409222657/uPk0-yM9_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1328851724048674816/1605912015', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","@paul_nwo @EmmaLouisePlays Can you answer the question or just post shit you find on Google and YouTube?

I'll help… https://t.co/24ShnEuGd1",31,0,0,2020-12-02 20:43:32
1334236784193056777,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 998950242346242049, 'id_str': '998950242346242049', 'name': 'Ana Maté Garabito', 'screen_name': 'GarabitoMate', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 127, 'friends_count': 114, 'listed_count': 1, 'created_at': 'Tue May 22 15:34:32 +0000 2018', 'favourites_count': 139039, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 142029, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=998950242346242049, id_str='998950242346242049', name='Ana Maté Garabito', screen_name='GarabitoMate', location='', description='', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=127, friends_count=114, listed_count=1, created_at=datetime.datetime(2018, 5, 22, 15, 34, 32), favourites_count=139039, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=142029, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_image_url_https='https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=True, following=False, follow_request_sent=False, notifications=False, translator_type='none')",RT @ComunidadMadrid: 🦠 Repartimos a los centros educativos de la región 5.000 medidores de CO2 para controlar los niveles de ventilación.…,127,0,19,2020-12-02 20:43:32
1334236784063033349,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 153474316, 'id_str': '153474316', 'name': 'Jolie', 'screen_name': 'Jolly4Saints', 'location': '🚣Hurricane Cone', 'description': 'Stop the hate 💜🌊\nLouisiana Watergirl🏊\n#Saints🏈-\n🎹🎷-\n❤ Smooth Dark Roast Coffee-\nI love Red Beans & Rice Mondays', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1808, 'friends_count': 2364, 'listed_count': 37, 'created_at': 'Tue Jun 08 17:16:39 +0000 2010', 'favourites_count': 22118, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 25982, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1174359315/TIGER_F_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1174359315/TIGER_F_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/153474316/1443038776', 'profile_link_color': '9266CC', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=153474316, id_str='153474316', name='Jolie', screen_name='Jolly4Saints', location='🚣Hurricane Cone', description='Stop the hate 💜🌊\nLouisiana Watergirl🏊\n#Saints🏈-\n🎹🎷-\n❤ Smooth Dark Roast Coffee-\nI love Red Beans & Rice Mondays', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=1808, friends_count=2364, listed_count=37, created_at=datetime.datetime(2010, 6, 8, 17, 16, 39), favourites_count=22118, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=25982, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='000000', profile_background_image_url='http://abs.twimg.com/images/themes/theme4/bg.gif', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme4/bg.gif', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1174359315/TIGER_F_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1174359315/TIGER_F_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/153474316/1443038776', profile_link_color='9266CC', profile_sidebar_border_color='000000', profile_sidebar_fill_color='000000', profile_text_color='000000', profile_use_background_image=False, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","RT @RexChapman: “It’s important we never forget who the deniers were” — as it took the folks at Fox &amp; Friends 10 months and 270,000 dead Am…",1808,0,8298,2020-12-02 20:43:32
1334236783995916288,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 4500197249, 'id_str': '4500197249', 'name': 'masterthief', 'screen_name': 'masterthief2015', 'location': '', 'description': '#TeamPatriotes\n#FranceEternelle\n#FrancaisLevezVous\n#SaucissonPinard\n#JambonBeurre', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 743, 'friends_count': 820, 'listed_count': 0, 'created_at': 'Wed Dec 16 06:39:23 +0000 2015', 'favourites_count': 34206, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 22197, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/817738508576161796/yu8OuJDI_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/817738508576161796/yu8OuJDI_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4500197249/1483799107', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=4500197249, id_str='4500197249', name='masterthief', screen_name='masterthief2015', location='', description='#TeamPatriotes\n#FranceEternelle\n#FrancaisLevezVous\n#SaucissonPinard\n#JambonBeurre', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=743, friends_count=820, listed_count=0, created_at=datetime.datetime(2015, 12, 16, 6, 39, 23), favourites_count=34206, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=22197, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/817738508576161796/yu8OuJDI_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/817738508576161796/yu8OuJDI_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/4500197249/1483799107', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","RT @NaphtalineLeBon: Cancer 70 ans , pas de vaccin !!!
Sida  30 ans , pas de vaccin !!!
Covid , 9 mois un vaccin !!!
Vous le sentez arriver…",743,0,132,2020-12-02 20:43:32
1334236783685545992,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 1023147713674833920, 'id_str': '1023147713674833920', 'name': 'Drew Jones', 'screen_name': 'drewski_jones', 'location': 'Reading, England', 'description': 'Just a person', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 55, 'friends_count': 285, 'listed_count': 0, 'created_at': 'Sat Jul 28 10:06:38 +0000 2018', 'favourites_count': 15535, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4948, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1104683150796558336/Df713lg2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1104683150796558336/Df713lg2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1023147713674833920/1540380149', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1023147713674833920, id_str='1023147713674833920', name='Drew Jones', screen_name='drewski_jones', location='Reading, England', description='Just a person', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=55, friends_count=285, listed_count=0, created_at=datetime.datetime(2018, 7, 28, 10, 6, 38), favourites_count=15535, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=4948, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1104683150796558336/Df713lg2_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1104683150796558336/Df713lg2_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1023147713674833920/1540380149', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",@AlexMcNeil14 @cryptotrader150 @berniespofforth @nic_davis4 The flu vaccine is the preventative measure against flu… https://t.co/nPW45ugywP,55,0,0,2020-12-02 20:43:32
1334236783471542272,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 2302259756, 'id_str': '2302259756', 'name': 'Silence and Frost', 'screen_name': 'secjr112', 'location': 'Montana, USA', 'description': 'Faith-scepticism=dogmatism. Scepticism-Faith=despair.\n\n\nPronouns: ef and off.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2328, 'friends_count': 2859, 'listed_count': 17, 'created_at': 'Tue Jan 21 01:01:14 +0000 2014', 'favourites_count': 363349, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 142012, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1314321069138800640/jWQcwJIo_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1314321069138800640/jWQcwJIo_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2302259756/1587256468', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=2302259756, id_str='2302259756', name='Silence and Frost', screen_name='secjr112', location='Montana, USA', description='Faith-scepticism=dogmatism. Scepticism-Faith=despair.\n\n\nPronouns: ef and off.', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=2328, friends_count=2859, listed_count=17, created_at=datetime.datetime(2014, 1, 21, 1, 1, 14), favourites_count=363349, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=142012, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1314321069138800640/jWQcwJIo_normal.png', profile_image_url_https='https://pbs.twimg.com/profile_images/1314321069138800640/jWQcwJIo_normal.png', profile_banner_url='https://pbs.twimg.com/profile_banners/2302259756/1587256468', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","RT @redsteeze: Democrat mayor of Austin
Democrat mayor of Chicago
Democrat mayor of Denver
Democrat mayor of San Jose
Democrat mayor of Phi…",2328,0,554,2020-12-02 20:43:32
1334236783429619712,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 906722251, 'id_str': '906722251', 'name': 'Nabor Félix Olvera G', 'screen_name': 'NaborFelix', 'location': 'Mexico', 'description': '', 'url': 'http://t.co/HP497ot9', 'entities': {'url': {'urls': [{'url': 'http://t.co/HP497ot9', 'expanded_url': 'http://www.felixolveraweb.wix.com/consultoriagaslp', 'display_url': 'felixolveraweb.wix.com/consultoriagas…', 'indices': [0, 20]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 591, 'friends_count': 1732, 'listed_count': 3, 'created_at': 'Fri Oct 26 20:21:52 +0000 2012', 'favourites_count': 17816, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 41010, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=906722251, id_str='906722251', name='Nabor Félix Olvera G', screen_name='NaborFelix', location='Mexico', description='', url='http://t.co/HP497ot9', entities={'url': {'urls': [{'url': 'http://t.co/HP497ot9', 'expanded_url': 'http://www.felixolveraweb.wix.com/consultoriagaslp', 'display_url': 'felixolveraweb.wix.com/consultoriagas…', 'indices': [0, 20]}]}, 'description': {'urls': []}}, protected=False, followers_count=591, friends_count=1732, listed_count=3, created_at=datetime.datetime(2012, 10, 26, 20, 21, 52), favourites_count=17816, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=41010, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_image_url_https='https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=True, following=False, follow_request_sent=False, notifications=False, translator_type='none')","RT @jgnaredo: Hace 15 días el analista de @El_Universal_Mx, Roberto Rock, escribió “Lopez-Gatell sabotea vacuna covid”.

¡Mentiras!

Hoy @S…",591,0,74,2020-12-02 20:43:32
1334236783152779264,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 3514345768, 'id_str': '3514345768', 'name': 'South Austin Patch', 'screen_name': 'SAustinPatch', 'location': 'South Austin, TX', 'description': 'Local news, alerts, events and more. We’re your source for all things South Austin.', 'url': 'http://t.co/cf3BBKDrKm', 'entities': {'url': {'urls': [{'url': 'http://t.co/cf3BBKDrKm', 'expanded_url': 'http://patch.com/texas/southaustin', 'display_url': 'patch.com/texas/southaus…', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 182, 'friends_count': 228, 'listed_count': 13, 'created_at': 'Tue Sep 01 16:33:58 +0000 2015', 'favourites_count': 4, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 10774, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/928673583231987712/V5GqE2ae_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/928673583231987712/V5GqE2ae_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3514345768/1441229517', 'profile_link_color': '4A913C', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=3514345768, id_str='3514345768', name='South Austin Patch', screen_name='SAustinPatch', location='South Austin, TX', description='Local news, alerts, events and more. We’re your source for all things South Austin.', url='http://t.co/cf3BBKDrKm', entities={'url': {'urls': [{'url': 'http://t.co/cf3BBKDrKm', 'expanded_url': 'http://patch.com/texas/southaustin', 'display_url': 'patch.com/texas/southaus…', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=182, friends_count=228, listed_count=13, created_at=datetime.datetime(2015, 9, 1, 16, 33, 58), favourites_count=4, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=10774, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='000000', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/928673583231987712/V5GqE2ae_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/928673583231987712/V5GqE2ae_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/3514345768/1441229517', profile_link_color='4A913C', profile_sidebar_border_color='000000', profile_sidebar_fill_color='000000', profile_text_color='000000', profile_use_background_image=False, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",Austin Mayor Under Fire For Travel Amid Coronavirus https://t.co/U5XH74gl4c,182,0,0,2020-12-02 20:43:32
1334236783148736518,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 158271460, 'id_str': '158271460', 'name': 'Doc', 'screen_name': 'robodoc15', 'location': 'Greater Manchester', 'description': 'Paediatrician in Wigan. Clinical Lead for GM, Lancashirencs and South Cumbria SCN. Rugby player at Bolton RUFC.  Mountaineer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 56, 'friends_count': 122, 'listed_count': 0, 'created_at': 'Tue Jun 22 06:42:45 +0000 2010', 'favourites_count': 1336, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3608, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_image_url_https': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': True, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=158271460, id_str='158271460', name='Doc', screen_name='robodoc15', location='Greater Manchester', description='Paediatrician in Wigan. Clinical Lead for GM, Lancashirencs and South Cumbria SCN. Rugby player at Bolton RUFC.  Mountaineer', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=56, friends_count=122, listed_count=0, created_at=datetime.datetime(2010, 6, 22, 6, 42, 45), favourites_count=1336, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=3608, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_image_url_https='https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=True, following=False, follow_request_sent=False, notifications=False, translator_type='none')","RT @drphilhammond: Vaccines protect us against cholera, diphtheria, hepatitis, Japanese encephalitis, measles, meningitis, mumps, pertussis…",56,0,2596,2020-12-02 20:43:32
1334236783064862723,"User(_api=<tweepy.api.API object at 0x000001E27E231E20>, _json={'id': 1140301933418373120, 'id_str': '1140301933418373120', 'name': 'Myr :):💜', 'screen_name': 'natsukashii_6', 'location': '', 'description': 'Nice too meet you', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 38, 'friends_count': 89, 'listed_count': 0, 'created_at': 'Sun Jun 16 16:55:41 +0000 2019', 'favourites_count': 2616, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 921, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1332742921318264834/8arSSBJV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1332742921318264834/8arSSBJV_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1140301933418373120/1605636177', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1140301933418373120, id_str='1140301933418373120', name='Myr :):💜', screen_name='natsukashii_6', location='', description='Nice too meet you', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=38, friends_count=89, listed_count=0, created_at=datetime.datetime(2019, 6, 16, 16, 55, 41), favourites_count=2616, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=921, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1332742921318264834/8arSSBJV_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1332742921318264834/8arSSBJV_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1140301933418373120/1605636177', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",Macron il veut pas faire croquer la prime covid 😡 g des cadeaux de noël à acheter moi,38,0,0,2020-12-02 20:43:32
